💥极速彎彎,#genre#
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲[720*528],http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森超視34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
東森新聞美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民視新聞台_636,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台視新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
台視新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
中視,http://37.27.111.214:8080/live/7/hls.m3u8
華視,rtmp://f13h.mine.nu/sat/tv111
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音樂欣賞1,http://61.221.215.25:8800/hls/49/index.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
環宇娛樂,http://61.10.2.145/live_freedirect/freehd209_h.live/chunklist.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
大愛2,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來日本,rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741
華語電視1,http://38.64.72.148:80/hls/modn/list/4002/playlist.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4003/playlist.m3u8
FOCUS,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
東森美洲[720*528],http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲衛視,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
大立電視台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
生命電視,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859

💝litv241127,#genre#
寰宇新聞,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
東森新聞,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
TVBS新聞台,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民視閩南,rtmp://f13h.mine.nu/sat/tv051
民視閩南,rtmp://f13h.mine.nu/sat/tv051
中視閩南,rtmp://f13h.mine.nu/sat/tv091
中視閩南,rtmp://f13h.mine.nu/sat/tv091
華視閩南,rtmp://f13h.mine.nu/sat/tv111
華視閩南,rtmp://f13h.mine.nu/sat/tv111
台視閩南,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu:1935/sat/tv051
台視,rtmp://f13h.mine.nu:1935/sat/tv071
中視,rtmp://f13h.mine.nu:1935/sat/tv091
華視,rtmp://f13h.mine.nu:1935/sat/tv111
民視新聞,https://epg.pw/stream/1d469cbfb06b06cde4dc59c21272a4e6da364621e97513d03523c96d0c7afe1e.m3u8
民視新聞,https://epg.pw/stream/75e14c76b6bf52ae5f96e83d07ea3b69008f6b017d18a395b6c6346ef60bcb27.m3u8
民視新聞,https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8
民視新聞,https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8
民視新聞,https://epg.pw/stream/2603220ae7a890e8e1027a6362e9aaec880131ce06da58c4e89365ce6d410772.m3u8
民視新聞,https://epg.pw/stream/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8
民視新聞,https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8
民視新聞,https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8
民視新聞,https://epg.pw/stream/c8bfbc31e5af4b4d07b7222dc9ac9315dd57fbd663daafea3ce611c5bc57cf83.m3u8
民視新聞,https://epg.pw/stream/2603220ae7a890e8e1027a6362e9aaec880131ce06da58c4e89365ce6d410772.m3u8
民視新聞,https://epg.pw/stream/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8
民視新聞,https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視閩南,rtmp://f13h.mine.nu/sat/tv051
中視閩南,rtmp://f13h.mine.nu/sat/tv091
華視閩南,rtmp://f13h.mine.nu/sat/tv111
民視閩南,rtmp://f13h.mine.nu/sat/tv051
中視閩南,rtmp://f13h.mine.nu/sat/tv091
台視閩南,rtmp://f13h.mine.nu/sat/tv071
華視閩南,rtmp://f13h.mine.nu/sat/tv111
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視,rtmp://f13h.mine.nu:1935/sat/tv331
東森超視,https://epg.pw/stream/399d56f2f9e2d86aca7f158f518a9cdbe9b672cf3ad82813361922e06eaf4abe.m3u8
東森超視,rtmp://f13h.mine.nu/sat/tv331
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
台視HD,rtmp://f13h.mine.nu/sat/tv071
台視HD,rtmp://f13h.mine.nu/sat/tv071
民視HD,rtmp://f13h.mine.nu/sat/tv051
民視HD,rtmp://f13h.mine.nu/sat/tv051
緯來體育HD,rtmp://f13h.mine.nu/sat/tv721
緯來體育HD,rtmp://f13h.mine.nu/sat/tv721
緯來育樂HD,rtmp://f13h.mine.nu/sat/tv701
緯來育樂HD,rtmp://f13h.mine.nu/sat/tv701
緯來日本HD,rtmp://f13h.mine.nu/sat/tv771
緯來日本HD,rtmp://f13h.mine.nu/sat/tv771
EBC東森超視HD,rtmp://f13h.mine.nu/sat/tv331
EBC東森超視HD,rtmp://f13h.mine.nu/sat/tv331
民視HD,rtmp://f13h.mine.nu/sat/tv051
台視HD,rtmp://f13h.mine.nu/sat/tv071
CTV中視HD,rtmp://f13h.mine.nu/sat/tv091
CTS華視HD,rtmp://f13h.mine.nu/sat/tv111
緯來體育HD,rtmp://f13h.mine.nu/sat/tv721
緯來育樂HD,rtmp://f13h.mine.nu/sat/tv701
緯來日本HD,rtmp://f13h.mine.nu/sat/tv771
EBC東森超視HD,rtmp://f13h.mine.nu/sat/tv331
MoMoTV4K,rtmp://f13h.mine.nu/sat/tv761
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來日本,rtmp://f13h.mine.nu:1935/sat/tv771
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來育樂,rtmp://f13h.mine.nu:1935/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育,rtmp://f13h.mine.nu:1935/sat/tv721
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育,https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8
緯來體育,https://epg.pw/stream/7b3403623fa856cdbc81f47c24148fca5894abe8f01f7c7b587bba4b9b98cae9.m3u8
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
生命電視,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
唯心電視[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
大愛2,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大愛2,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
緯來精采HD,http://61.221.215.25:8800/hls/48/index.m3u8
音樂欣賞1,http://61.221.215.25:8800/hls/49/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8


